,currentThrust,sent_time_ns,recv_time_ns,latency,currentTimestep,currentTime,totalTimestepsRun,versions,drag,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
7.233,123191000.0,130921046618300,130921123301600,76683300,233,233,830,7,0.2285959593481367,30628.52738619129,355331.2448720619,59221.87414534872,845553.1190174269,114896123.63743182,135.88279796182007,135.88279796182007,6561.493622064019,6561.493622064019,384423.772101466,6.7333460744439
7.234,123191000.0,130921233930400,130921263837800,29907400,234,234,831,7,0.19711711546613161,30628.52738619129,329078.2213981836,54846.370233035675,814924.5916312356,115196589.52750163,141.35858791168943,141.35858791168943,6702.852209975708,6702.852209975708,391126.62431144173,6.489443605862743
8.126,123191000.0,130921923924900,130921969555500,45630600,126,126,837,8,531533.8178368007,30628.52738619129,3164404.7565770373,527400.7927628437,4122805.549339896,82214743.7431388,19.941455583880796,19.941455583880796,1182.4143280970816,1182.4143280970816,53749.10419755295,33.262378141959395
8.127,123191000.0,130922048302500,130922109039600,60737100,127,127,838,8,475419.4477838579,30628.52738619129,3138151.733103159,523025.28885053063,4092177.0219537048,82571323.9668503,20.177847518294488,20.177847518294488,1202.5921756153762,1202.5921756153762,54951.69637316833,32.97292499707747
8.129,123191000.0,130922172987200,130922173888600,901400,129,129,840,8,379290.32244380284,30628.52738619129,3085645.686155402,514274.2810259046,4030919.967181322,83268384.79950742,20.657414554855084,20.657414554855084,1243.666033247009,1243.666033247009,57418.37102510749,32.40708753114479
8.130,123191000.0,130922234770400,130922235216600,446200,130,130,841,8,338328.3340543487,30628.52738619129,3059392.6626815237,509898.77711359155,4000291.439795131,83609812.64155541,20.900930319676252,20.900930319676252,1264.5669635666852,1264.5669635666852,58682.93798867417,32.129934295885725
8.131,123191000.0,130922390634300,130922407430400,16796100,131,131,842,8,301529.4099950133,30628.52738619129,3006886.615733767,501147.7692889655,3939034.3850227483,83947077.41927329,21.14715512918226,21.14715512918226,1285.7141186958675,1285.7141186958675,59968.65210737004,31.85616041815288
8.132,123191000.0,130922545895500,130922661364400,115468900,132,132,843,8,238903.2009665313,30628.52738619129,2980633.5922598885,496772.2653766525,3908405.857636557,84280566.31571566,21.396250470971435,21.396250470971435,1307.1103691668388,1307.1103691668388,61275.76247653688,31.585451603026474
8.133,123191000.0,130922639527100,130922748003000,108475900,133,133,844,8,212393.2105759336,30628.52738619129,2954380.56878601,492396.76146433945,3877777.3302503657,84610635.33561884,21.648374917435913,21.648374917435913,1328.7587440842747,1328.7587440842747,62604.52122062116,31.31751886451215
8.134,123191000.0,130922764120400,130922764465100,344700,134,134,845,8,188677.15376778462,30628.52738619129,2928127.5453121318,488021.2575520264,3847148.8028641744,84937611.17966798,21.903684493968623,21.903684493968623,1350.6624285782432,1350.6624285782432,63955.1836491994,31.052097004109083
8.135,123191000.0,130922857851100,130922905387600,47536500,135,135,846,8,167481.44184981845,30628.52738619129,2901874.5218382534,483645.7536397134,3816520.275477983,85261793.09013467,22.162333057317117,22.162333057317117,1372.8247616355602,1372.8247616355602,65328.00841083496,30.788943112618078
8.137,123191000.0,130923015490300,130923016267700,777400,137,137,848,8,148556.38599590212,30628.52738619129,2875621.498364375,479270.24972740037,3785891.7480917918,85902845.56522363,22.69025404873802,22.69025404873802,1417.9394883657628,1417.9394883657628,68141.19713351775,30.268570297161613
8.138,123191000.0,130923093264400,130923154585100,61320700,138,138,849,8,131674.50317619427,30628.52738619129,2849368.4748904966,474894.74581508734,3755263.2207056005,86220193.30170186,22.959826844175623,22.959826844175623,1440.8993152099385,1440.8993152099385,69582.0964487277,30.010964030081855
8.139,123191000.0,130923200620900,130923232355800,31734900,139,139,850,8,116628.88855178496,30628.52738619129,2823115.451416618,470519.2419027743,3724634.693319409,86535704.7699848,23.233340151504585,23.233340151504585,1464.132655361443,1464.132655361443,71046.22910408914,29.754848349323574
8.140,123191000.0,130923327185900,130923372965600,45779700,140,140,851,8,103231.65957071178,30628.52738619129,2796862.42794274,466143.7379904613,3694006.165933218,86849567.85262443,23.510942849410107,23.510942849410107,1487.6435982108533,1487.6435982108533,72533.8727023,29.500070741673962
8.141,123191000.0,130923420070700,130923435844500,15773800,141,141,852,8,91312.47555082473,30628.52738619129,2770609.4044688614,461768.23407814826,3663377.6385470266,87161952.89030284,23.792784007076357,23.792784007076357,1511.4363822179296,1511.4363822179296,74045.30908451792,29.246492933491215
8.142,123191000.0,130923496707900,130923576263000,79555100,142,142,853,8,80717.13522560321,30628.52738619129,2744356.380994983,457392.73016583524,3632749.1111608353,87473014.08428659,24.079013278275863,24.079013278275863,1535.5153954962054,1535.5153954962054,75580.82448001413,28.99398975226552
8.143,123191000.0,130923624179400,130923639034700,14855300,143,143,854,8,71306.25356564239,30628.52738619129,2718103.3575211046,453017.2262535222,3602120.583774644,87782890.81960511,24.369781293556215,24.369781293556215,1559.8851767897615,1559.8851767897615,77140.70965680388,28.742448052532154
8.144,123191000.0,130923779640300,130923795744500,16104200,144,144,855,8,62954.018170641364,30628.52738619129,2665597.310573348,444266.21842889616,3540863.5290022613,88091708.90865864,24.6652400503274,24.6652400503274,1584.550416840089,1584.550416840089,78725.26007364398,28.49176570637576
8.145,123191000.0,130923967191000,130923967416900,225900,145,145,856,8,48983.18967276878,30628.52738619129,2639344.2870994695,439890.71451658313,3510235.00161607,88399581.75583734,24.965543300886953,24.965543300886953,1609.515960140976,1609.515960140976,80334.77603378496,28.241850658053483
8.146,123191000.0,130924092834800,130924108567500,15732700,146,146,857,8,43170.73973994054,30628.52738619129,2613091.263625591,435515.2106042701,3479606.4742298787,88706611.44447358,25.270846938633486,25.270846938633486,1634.7868070796094,1634.7868070796094,81969.56284086457,27.992620041664097
8.147,123191000.0,130924250343700,130924297938600,47594900,147,147,858,8,38027.273261127695,30628.52738619129,2586838.2401517127,431139.7066919571,3448977.9468436874,89012889.74806495,25.581309382913958,25.581309382913958,1660.3681164625234,1660.3681164625234,83629.9309573271,27.743999360290157
8.148,123191000.0,130924390783600,130924436320200,45536600,148,148,859,8,33478.89309340208,30628.52738619129,2560585.2166778343,426764.20277964405,3418349.419457496,89318499.06820229,25.897091963125366,25.897091963125366,1686.2652084256488,1686.2652084256488,85316.19616575276,27.49592172463712
8.149,123191000.0,130924548218500,130924578904700,30686200,149,149,860,8,29459.406431201613,30628.52738619129,2534332.193203956,422388.698867331,3387720.892071305,89623513.30202855,26.21835930285094,26.21835930285094,1712.4835677284998,1712.4835677284998,87028.67973348126,27.24832714887569
8.150,123191000.0,130924671967200,130924703472800,31505600,150,150,861,8,25909.588712226156,30628.52738619129,2508079.1697300775,418013.194955018,3357092.3646851135,89927998.6423493,26.54527970495407,26.54527970495407,1739.0288474334538,1739.0288474334538,88767.70858091471,27.00116190115406
8.152,123191000.0,130924829168600,130924844136800,14968200,152,152,863,8,22776.50807147766,30628.52738619129,2481826.146256199,413637.691042705,3326463.8372989222,90232014.3137268,26.87802553868378,26.87802553868378,1765.9068729721375,1765.9068729721375,90533.61545388684,26.754377906075284
8.153,123191000.0,130924952821900,130924956067600,3245700,153,153,864,8,20012.906802559984,30628.52738619129,2455573.1227823207,409262.18713039195,3295835.309912731,90535613.24802609,27.216773629963978,27.216773629963978,1793.1236466021014,1793.1236466021014,92326.73910048895,26.507932196324333
8.154,123191000.0,130925090507000,130925121135500,30628500,154,154,865,8,17576.636267222606,30628.52738619129,2429320.0993084423,404886.6832180789,3265206.7825265396,90838842.70295355,27.561705656147858,27.561705656147858,1820.6853522582492,1820.6853522582492,94147.4244527472,26.261786410570945
8.155,123191000.0,130925230025100,130925261569700,31544600,155,155,866,8,15430.14172161351,30628.52738619129,2403067.075834564,400511.1793057659,3234578.2551403483,91141744.82714741,27.91300854662077,27.91300854662077,1848.59836080487,1848.59836080487,95996.02281355207,26.015906334758704
8.156,123191000.0,130925325675000,130925341496600,15821600,156,156,867,8,13539.993592702915,30628.52738619129,2376814.0523606855,396135.67539345287,3203949.727754157,91444357.17535158,28.27087489073094,28.27087489073094,1876.869235695601,1876.869235695601,97872.89204924768,25.77026148391394
8.157,123191000.0,130925511105200,130925556675900,45570700,157,157,868,8,11876.461833572106,30628.52738619129,2324308.0054129288,387384.6675688268,3142692.6729817744,91746713.17713901,28.635503354620315,28.635503354620315,1905.5047390502214,1905.5047390502214,99778.39678829789,25.52482472166066
8.158,123191000.0,130925666525000,130925682411600,15886600,158,158,869,8,10413.13010522178,30628.52738619129,2298054.9819390504,383009.1636565138,3112064.145595583,92350771.74794357,29.385874266961498,29.385874266961498,1963.8977124258024,1963.8977124258024,103676.80633888254,25.034481619644648
8.159,123191000.0,130925792928100,130925823745000,30816900,159,159,870,8,9126.546669514397,30628.52738619129,2271801.958465172,378633.65974420076,3081435.618209392,92952990.03869635,30.165481793421634,30.165481793421634,1994.063194219224,1994.063194219224,105670.86953310177,24.54563236056502
8.160,123191000.0,130925934414100,130925951070900,16656800,160,160,871,8,7998.810586633517,30628.52738619129,2245548.9349912936,374258.15583188774,3050807.0908232005,93254583.62843777,30.567184634173262,30.567184634173262,2024.6303788533974,2024.6303788533974,107695.49991195516,24.30081448446902
8.161,123191000.0,130926089894400,130926121717100,31822700,161,161,872,8,7007.615762771371,30628.52738619129,2219295.911517415,369882.6519195747,3020178.563437009,93556040.67692018,30.976989840776824,30.976989840776824,2055.607368694174,2055.607368694174,109751.10728064933,24.05610744541389
8.162,123191000.0,130926243363400,130926259210600,15847200,162,162,873,8,6136.861638864988,30628.52738619129,2193042.888043537,365507.1480072617,2989550.036050818,93857377.28470261,31.395151829834493,31.395151829834493,2087.0025205240086,2087.0025205240086,111838.10980117334,23.811498173809277
8.163,123191000.0,130926418811800,130926450130900,31319100,163,163,874,8,5372.280203274893,30628.52738619129,2166789.8645696584,361131.64409494866,2958921.5086646266,94158607.71979675,31.82193493273531,31.82193493273531,2118.824455456744,2118.824455456744,113956.93425663009,23.566975087630794
8.164,123191000.0,130926574275700,130926590262300,15986600,164,164,875,8,4701.237457513552,30628.52738619129,2140536.84109578,356756.14018263563,2928292.9812784353,94459744.61620104,32.25761398197313,32.25761398197313,2151.082069438717,2151.082069438717,116108.01632606881,23.322527931260364
8.165,123191000.0,130926717736400,130926779438500,61702100,165,165,876,8,4112.554868424179,30628.52738619129,2114283.8176219016,352380.6362703226,2897664.453892244,94760799.15244865,32.70247492775178,32.70247492775178,2183.7845443664687,2183.7845443664687,118291.80087043528,23.0781476305504
8.166,123191000.0,130926935316600,130926967017800,31701200,166,166,877,8,3143.8878469197757,30628.52738619129,2088030.7941480235,348005.1323580096,2867035.9265060527,95061781.2119499,33.156815487763375,33.156815487763375,2216.941359854232,2216.941359854232,120508.74223028951,22.833826162666185
8.167,123191000.0,130927062800900,130927094417600,31616700,167,167,878,8,2747.461792132141,30628.52738619129,2061777.7706741453,343629.62844569655,2836407.3991198614,95362699.52678724,33.62094583323197,33.62094583323197,2250.562305687464,2250.562305687464,122759.30453597697,22.589556439360635
8.168,123191000.0,130927216544100,130927231267200,14723100,168,168,879,8,2400.2686677847673,30628.52738619129,2035524.7472002672,339254.1245333835,2805778.87173367,95663561.80650057,34.095189314541656,34.095189314541656,2284.6574950020054,2284.6574950020054,125043.96203097898,22.34533220243316
8.169,123191000.0,130927372923000,130927404596700,31673700,169,169,880,8,2096.310710390091,30628.52738619129,2009271.723726389,334878.6206210705,2775150.344347479,95964374.85328344,34.57988323001921,34.57988323001921,2319.2373782320246,2319.2373782320246,127363.199409211,22.101147930219387
8.170,123191000.0,130927542400900,130927557305400,14904500,170,170,881,8,1830.3027482396342,30628.52738619129,1983018.7002525108,330503.1167087575,2744521.8169612875,96265144.66489938,35.07537964171966,35.07537964171966,2354.3127578737444,2354.3127578737444,129717.51216708474,21.856998754049098
8.171,123191000.0,130927714813500,130927807256900,92443400,171,171,882,8,1597.5903400689974,30628.52738619129,1956765.6767786327,326127.61279644445,2713893.289575096,96565876.52652007,35.5820462423705,35.5820462423705,2389.8948041161148,2389.8948041161148,132107.40697120086,21.612880383696805
8.172,123191000.0,130927869323400,130927977679200,108355800,172,172,883,8,1394.0768850100865,30628.52738619129,1930512.6533047545,321752.1088841314,2683264.762188905,96866575.09258677,36.10026727797324,36.10026727797324,2425.995071394088,2425.995071394088,134533.40204259494,21.36878904093094
8.173,123191000.0,130928008884800,130928071512300,62627500,173,173,884,8,1216.1587874205231,30628.52738619129,1904259.6298308764,317376.6049718184,2652636.2348027136,97167244.45970036,36.63044453093926,36.63044453093926,2462.6255159250272,2462.6255159250272,136996.02755851997,21.12472140034551
8.175,123191000.0,130928166397700,130928181080900,14683200,175,175,886,8,1060.6678434453268,30628.52738619129,1878006.6063569982,313001.10105950537,2622007.7074165223,97467888.2314565,37.17299836905976,37.17299836905976,2499.798514294087,2499.798514294087,139495.82607281406,20.880674536730357
8.176,123191000.0,130928370613500,130928418280000,47666500,176,176,887,8,924.8200935016725,30628.52738619129,1851753.58288312,308625.59714719234,2591379.180030331,97768509.576059,37.72836886607797,37.72836886607797,2537.526883160165,2537.526883160165,142033.35295597423,20.63664587830361
8.177,123191000.0,130928528149900,130928559702300,31552400,177,177,888,8,806.1704564306348,30628.52738619129,1825500.559409242,304250.0932348793,2560750.6526441397,98069111.27746749,38.29701700015377,38.29701700015377,2575.8239001603188,2575.8239001603188,144609.17685613455,20.392633165192677
